Year,Fuente de energía renovable,Units,Territorio,Comarca,Municipio,GeoCode,Value
2018,Solar térmica,Watts per cápita,,,Urnieta,Urnieta,105.17
2019,Solar térmica,Watts per cápita,,,Urnieta,Urnieta,104.85
2020,Solar térmica,Watts per cápita,,,Urnieta,Urnieta,105.48
2021,Solar térmica,Watts per cápita,,,Urnieta,Urnieta,105.67
2022,Solar térmica,Watts per cápita,,,Urnieta,Urnieta,105.34
2010,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,315.61
2011,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,312.82
2012,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,310.53
2013,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,307.88
2014,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,307.22
2015,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,307.31
2016,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,318.63
2017,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,318.63
2018,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,317.98
2019,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,318.49
2020,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,326.88
2021,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,325.4
2022,Solar térmica,Watts per cápita,,,Usurbil,Usurbil,316.38
2010,Solar térmica,Watts per cápita,,,Bergara,Bergara,65.58
2011,Solar térmica,Watts per cápita,,,Bergara,Bergara,73.36
2012,Solar térmica,Watts per cápita,,,Bergara,Bergara,78.67
2013,Solar térmica,Watts per cápita,,,Bergara,Bergara,90.94
2014,Solar térmica,Watts per cápita,,,Bergara,Bergara,95.62
2015,Solar térmica,Watts per cápita,,,Bergara,Bergara,95.9
2016,Solar térmica,Watts per cápita,,,Bergara,Bergara,95.12
2017,Solar térmica,Watts per cápita,,,Bergara,Bergara,95.35
2018,Solar térmica,Watts per cápita,,,Bergara,Bergara,117.1
2019,Solar térmica,Watts per cápita,,,Bergara,Bergara,116.85
2020,Solar térmica,Watts per cápita,,,Bergara,Bergara,118.69
2021,Solar térmica,Watts per cápita,,,Bergara,Bergara,119.31
2022,Solar térmica,Watts per cápita,,,Bergara,Bergara,119.21
2010,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.27
2011,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.24
2012,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.2
2013,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.19
2014,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.26
2015,Solar térmica,Watts per cápita,,,Villabona,Villabona,35.07
2016,Solar térmica,Watts per cápita,,,Villabona,Villabona,34.44
2017,Solar térmica,Watts per cápita,,,Villabona,Villabona,34.27
2018,Solar térmica,Watts per cápita,,,Villabona,Villabona,53.33
2019,Solar térmica,Watts per cápita,,,Villabona,Villabona,53.24
2020,Solar térmica,Watts per cápita,,,Villabona,Villabona,54.73
2021,Solar térmica,Watts per cápita,,,Villabona,Villabona,54.99
2022,Solar térmica,Watts per cápita,,,Villabona,Villabona,55.2
2010,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,2.93
2011,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,9.56
2012,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,9.65
2013,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,13.33
2014,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,13.36
2015,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,13.36
2016,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,27.01
2017,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,26.65
2018,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,25.98
2019,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,25.72
2020,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,42.46
2021,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,42.66
2022,Solar térmica,Watts per cápita,,,Ordizia,Ordizia,54.81
2010,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,23.36
2011,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,23.23
2012,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,35.5
2013,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,40.39
2014,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,44.97
2015,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,45.68
2016,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,51.32
2017,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,79.55
2018,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,108.06
2019,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,107.63
2020,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,121.87
2021,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,122.52
2022,Solar térmica,Watts per cápita,,,Urretxu,Urretxu,130.77
2010,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,0.0
2011,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,0.0
2012,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,0.0
2013,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,0.0
2014,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,23.57
2015,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,23.69
2016,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.97
2017,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.47
2018,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.47
2019,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.11
2020,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.39
2021,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,21.01
2022,Solar térmica,Watts per cápita,,,Zaldibia,Zaldibia,20.22
2010,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,51.14
2011,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,51.23
2012,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,50.89
2013,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,50.62
2014,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,50.28
2015,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,50.01
2016,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,50.09
2017,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,49.81
2018,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,54.38
2019,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,54.27
2020,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,62.34
2021,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,62.85
2022,Solar térmica,Watts per cápita,,,Zarautz,Zarautz,62.68
2010,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,46.04
2011,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,45.84
2012,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,48.91
2013,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,49.67
2014,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,84.01
2015,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,83.97
2016,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,97.28
2017,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,97.18
2018,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,98.19
2019,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,109.77
2020,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,111.99
2021,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,126.34
2022,Solar térmica,Watts per cápita,,,Zumarraga,Zumarraga,126.5
2010,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,0.0
2011,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,0.0
2012,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,0.0
2013,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,7.97
2014,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,44.8
2015,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,44.67
2016,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,86.25
2017,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,98.16
2018,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,104.02
2019,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,108.98
2020,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,107.28
2021,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,107.04
2022,Solar térmica,Watts per cápita,,,Zumaia,Zumaia,106.53
2010,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2011,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2012,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2013,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2014,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2015,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2016,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2017,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2018,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2019,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2020,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2021,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2022,Solar térmica,Watts per cápita,,,Mendaro,Mendaro,0.0
2010,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.09
2011,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.07
2012,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.04
2013,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.03
2014,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.04
2015,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,3.03
2016,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,20.76
2017,Solar térmica,Watts per cápita,,,Lasarte-Oria,Lasarte-Oria,34.48
2010,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,144.23
2011,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,138.35
2012,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,129.9
2013,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,124.55
2014,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,130.61
2015,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,126.46
2016,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,205.32
2017,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,242.32
2018,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,251.45
2019,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,232.84
2020,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,220.24
2021,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,213.23
2022,Solar térmica,Watts per cápita,,,Astigarraga,Astigarraga,206.21
2010,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,0.0
2011,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,0.0
2012,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,0.0
2013,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,0.0
2014,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,359.46
2015,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,366.9
2016,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,690.79
2017,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,700.0
2018,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,695.37
2019,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,636.36
2020,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,677.42
2021,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,677.42
2022,Solar térmica,Watts per cápita,,,Baliarrain,Baliarrain,681.82
2010,Solar térmica,Watts per cápita,,,Orendain,Orendain,230.77
2011,Solar térmica,Watts per cápita,,,Orendain,Orendain,234.64
2012,Solar térmica,Watts per cápita,,,Orendain,Orendain,221.05
2013,Solar térmica,Watts per cápita,,,Orendain,Orendain,219.9
2014,Solar térmica,Watts per cápita,,,Orendain,Orendain,210.0
2015,Solar térmica,Watts per cápita,,,Orendain,Orendain,203.57
2016,Solar térmica,Watts per cápita,,,Orendain,Orendain,216.5
2017,Solar térmica,Watts per cápita,,,Orendain,Orendain,207.92
2018,Solar térmica,Watts per cápita,,,Orendain,Orendain,207.92
2019,Solar térmica,Watts per cápita,,,Orendain,Orendain,199.05
2020,Solar térmica,Watts per cápita,,,Orendain,Orendain,186.67
2021,Solar térmica,Watts per cápita,,,Orendain,Orendain,173.55
2022,Solar térmica,Watts per cápita,,,Orendain,Orendain,177.97
2010,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2011,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2012,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2013,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2014,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2015,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2016,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2017,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2018,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2019,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2020,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2021,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2022,Solar térmica,Watts per cápita,,,Altzaga,Altzaga,0.0
2010,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,0.0
2011,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,0.0
2012,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,0.0
2013,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,0.0
2014,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,414.2
2015,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,424.24
2016,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,409.36
2017,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,419.16
2018,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,421.69
2019,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,416.67
2020,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,469.27
2021,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,466.67
2022,Solar térmica,Watts per cápita,,,Gaztelu,Gaztelu,477.27
2010,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,45.39
2011,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,48.15
2012,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,50.2
2013,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,52.47
2014,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,54.36
2015,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,54.57
2016,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,92.9
2017,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,98.76
2018,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,104.8
2019,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,107.51
2020,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,110.2
2021,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,112.72
2022,Solar térmica,Watts per cápita,Bizkaia,,,Bizkaia,112.85
2010,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,139.76
2011,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,143.19
2012,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,141.81
2013,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,141.25
2014,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,151.98
2015,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,151.73
2016,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,150.65
2017,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,150.26
2018,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,172.84
2019,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,191.39
2020,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,194.65
2021,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,192.18
2022,Solar térmica,Watts per cápita,,,Abadiño,Abadiño,191.6
2010,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.57
2011,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.5
2012,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.48
2013,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.67
2014,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.93
2015,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.09
2016,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.9
2017,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,21.92
2018,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.16
2019,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.11
2020,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.33
2021,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.51
2022,Solar térmica,Watts per cápita,,,Abanto y Ciérvana-Abanto Zierbena,Abanto y Ciérvana-Abanto Zierbena,22.42
2010,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,13.72
2011,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,14.99
2012,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,16.06
2013,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,16.14
2014,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,20.86
2015,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,20.71
2016,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,30.67
2017,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,52.54
2018,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,51.99
2019,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,68.22
2020,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,89.94
2021,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,89.95
2022,Solar térmica,Watts per cápita,,,Amorebieta-Etxano,Amorebieta-Etxano,90.01
2010,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,120.99
2011,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,123.12
2012,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,123.74
2013,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,120.1
2014,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,343.89
2015,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,333.9
2016,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,334.13
2017,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,334.13
2018,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,342.3
2019,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,337.35
2020,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,344.83
2021,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,358.97
2022,Solar térmica,Watts per cápita,,,Amoroto,Amoroto,365.53
2010,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2011,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2012,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2013,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2014,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2015,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2016,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2017,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2018,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2019,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2020,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2021,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2022,Solar térmica,Watts per cápita,,,Arakaldo,Arakaldo,0.0
2010,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2011,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2012,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2013,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2014,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2015,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2016,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2017,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2018,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2019,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2020,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2021,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2022,Solar térmica,Watts per cápita,,,Arantzazu,Arantzazu,0.0
2010,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,32.79
2011,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,31.75
2012,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,30.57
2013,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,30.04
2014,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,33.4
2015,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,33.33
2016,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,31.11
2017,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,31.25
2018,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,30.63
2019,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,30.57
2020,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,28.81
2021,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,29.72
2022,Solar térmica,Watts per cápita,,,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz,30.11
2010,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,173.31
2011,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,167.55
2012,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,175.0
2013,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,323.98
2014,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,320.31
2015,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,314.62
2016,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,323.08
2017,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,326.27
2018,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,333.82
2019,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,344.26
2020,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,324.44
2021,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,325.81
2022,Solar térmica,Watts per cápita,,,Artzentales,Artzentales,323.98
2010,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,192.59
2011,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,186.86
2012,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,185.91
2013,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,184.02
2014,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,185.21
2015,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,183.0
2016,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,179.31
2017,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,178.78
2018,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,178.61
2019,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,178.78
2020,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,180.02
2021,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,177.56
2022,Solar térmica,Watts per cápita,,,Arrankudiaga-Zollo,Arrankudiaga-Zollo,180.2
2010,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,102.17
2011,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,111.78
2012,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,125.41
2013,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,127.03
2014,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,130.27
2015,Solar térmica,Watts per cápita,,Arratia Nerbioi / Arratia-Nervión,,Arratia Nerbioi / Arratia-Nervión,130.33
